Transaction ID,Date,Merchant Name,Description,Amount,Category Primary,Category Detailed,Account ID,Transaction Type,Created At,Review Notes,Is Subscription?,Is Recurring?
e0501e05-c07b-3554-8a66-a36c4aefe2cb,2025-09-27,"AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA","AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA",573.45,payment,payment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:11.795757222Z,,,
a4f9ecc2-6f89-3812-9c9c-4cb8dac6867d,2025-09-25,TARGET CARD SRVC PAYMENT H WEB ID:,TARGET CARD SRVC PAYMENT    H     363916056 WEB ID: 7411721810,-12.63,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:39.811906887Z,,,
395d9377-d976-343b-b518-21d3c4b03dd8,2025-09-23,COSTCO WHSE #0110 ISSAQUAH WA,COSTCO WHSE #0110 ISSAQUAH WA,33.09,groceries,groceries,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:16:00.422270633Z,,,
c264d5cd-6254-3dc8-adee-4931ca2c4fec,2025-09-19,CITY OF BELLEVUE UTILITY TEL ID:,CITY OF BELLEVUE UTILITY    3527898         TEL ID: 0000063576,-425.43,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:39.877308096Z,,,
e4a172a0-631d-3404-96ad-c33867c1dd5e,2025-09-18,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-168.2,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:39.944305971Z,,,
6fe76e8b-7cf6-34c9-b514-7337e9d71dd9,2025-09-17,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,3440.83,payment,payment,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:16:02.072326717Z,,,
3913879f-aed0-39af-9126-18401362da7c,2025-09-17,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291804842550091 WEB ID: CITICARDAP,-3440.83,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.006450471Z,,,
440df9ff-bc0e-37df-8f0a-055d0c39a7f5,2025-09-15,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,80.0,travel,travel,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:11.830950180Z,,,
00743ba0-5cf1-3702-9c4c-edf3d02484a2,2025-09-15,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-2461.43,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.070272721Z,,,
bbdf12fd-d183-3126-888d-e57204dc3875,2025-09-10,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-24.23,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.259617221Z,,,
87081b7f-0b01-3a8c-8ab3-80bdec1b39f9,2025-09-10,AGARWAL SUMIT KUMAR CHARLES TYRWHITT SHIRTS LIMITED WILMINGTON Amex Offer Credit,AGARWAL SUMIT KUMAR CHARLES TYRWHITT SHIRTS LIMITED WILMINGTON Amex Offer Credit,25.0,shopping,shopping,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:16.270383001Z,,,
201855eb-1f37-36b3-8c91-027bd6b5dd53,2025-09-10,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-12.64,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.196087679Z,,,
61f1b607-5a6f-3e00-af20-5ff02e892a7f,2025-09-09,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-240.76,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.384114388Z,,,
bfea6f31-550f-3584-bb48-33b6aee0aad3,2025-09-08,DISCOVER E-PAYMENT WEB ID:,DISCOVER         E-PAYMENT  2364            WEB ID: 3510020270,-21.18,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.451450888Z,,,
ae9ca9b4-627c-3ce4-b4c6-a963d779311a,2025-09-07,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,4.41,education,education,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:16.235554793Z,,,
438c137e-e6fa-3838-92d5-47457882f2ec,2025-09-05,CONSUMER USD INTERNATIONAL WIRE FEE,CONSUMER USD INTERNATIONAL WIRE FEE,-50.0,fee,fee,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.579679721Z,,,
641a6efe-5083-357a-acc2-ab8bd813cff9,2025-09-05,CONSUMER INTERNATIONAL WIRE DEBIT A/C: ICICI BANK LIMITED CBPPC CROSS MUMBAI INDIA 400-0-13 IN REF:/CCT/MF7A0KXN00AD PYMT REASON:P1301/US TRN: 3760525248ES 09/05,CONSUMER INTERNATIONAL WIRE DEBIT A/C: ICICI BANK LIMITED CBPPC CROSS MUMBAI INDIA 400-0-13 IN REF:/CCT/MF7A0KXN00AD PYMT REASON:P1301/US TRN: 3760525248ES 09/05,-50000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.650694180Z,,,
28155ad6-55ee-3ee5-b938-1534d2e1f903,2025-09-04,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS SEP 2025,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS SEP 2025,14.27,groceries,groceries,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:16.200839460Z,,,
cda5a3c5-f9cb-3b65-a5e3-1e05fc0a9e9f,2025-09-04,PAYPAL INST XFER PPCR CC REPAYME WEB ID: PAYPALSI77,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-14.2,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.699977138Z,,,
a286616b-f8b3-3319-af0c-5de5e977cc40,2025-09-02,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-32.91,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.829776180Z,,,
859914bf-1dad-3d3f-8f51-060e24cc02e4,2025-09-02,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4623.37,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.883336680Z,,,
511e5a89-fae2-337e-8830-f0d8ecdb5927,2025-09-02,ZELLE PAYMENT TO RAJ MUDIT AGARWAL JPM99BLCRISI,Zelle payment to Raj Mudit Agarwal JPM99blcrisi,-1000.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:40.953260596Z,,,
acd77a99-3689-37fe-8f88-97acfabae8b1,2025-09-01,AUTOMATIC PAYMENT - THANK YOU,AUTOMATIC PAYMENT - THANK YOU,32.91,payment,payment,efe1334c-ac78-4290-906b-9df479688660,EXPENSE,2026-01-09T15:16:17.646180919Z,,,
01e6e956-f9e0-384a-905d-499929659add,2025-08-29,RMTLY* JC45D REMITLY.COM WA 08/29,RMTLY* JC45D REMITLY.COM WA                  08/29,-10000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.019373180Z,,,
30c6627e-8519-38ad-9e0b-2156dbc5c5cc,2025-08-28,AUTOPAY 999990000012756RAUTOPAY AUTO-PMT,AUTOPAY 999990000012756RAUTOPAY AUTO-PMT,2060.18,payment,payment,1dfe4c39-4d2b-44b3-9a2a-1cd50bb21e72,EXPENSE,2026-01-09T15:16:06.793696594Z,,,
2f5f36ef-1f40-33a6-9712-eb5124886c44,2025-08-28,"AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA","AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA",3833.91,payment,payment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:16.113719709Z,,,
938ca826-aa33-3920-a1ef-3ef2404a4562,2025-08-28,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,4.39,entertainment,entertainment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:16.151960126Z,,,
bded1416-bd5e-3128-b41e-ee70a1124fed,2025-08-28,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-2060.18,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.213631638Z,,,
71cde907-0b4b-3a73-b285-182fa873bb64,2025-08-27,CHASE CREDIT CRD AUTOPAYBUS PPD ID:,CHASE CREDIT CRD AUTOPAYBUS                 PPD ID: 4760039224,-96.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.277165471Z,,,
eb17a432-7a1b-3db1-8b52-3656f127913e,2025-08-26,COSTCO WHSE #0110 ISSAQUAH WA,COSTCO WHSE #0110 ISSAQUAH WA,8.49,groceries,groceries,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:16:02.110759925Z,,,
4cadc8e0-7b58-37f7-8a09-1f53ffb7918f,2025-08-25,TARGET CARD SRVC PAYMENT H WEB ID:,TARGET CARD SRVC PAYMENT    H     359694455 WEB ID: 7411721810,-36.31,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.341399513Z,,,
3c7f5580-b210-32f6-858b-e0b95b5ab837,2025-08-19,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-148.94,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.473910180Z,,,
57c6f21f-4129-3689-aed2-e39147b10c3a,2025-08-18,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291777189650512 WEB ID: CITICARDAP,-508.03,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.543982555Z,,,
fea1f721-6941-3b98-9243-4f20dd501695,2025-08-17,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,508.03,payment,payment,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:17:24.936369214Z,,,
43c7d92b-d2b4-305f-9432-c75d09dde58b,2025-08-11,CONSUMER USD INTERNATIONAL WIRE FEE,CONSUMER USD INTERNATIONAL WIRE FEE,-50.0,fee,fee,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.728933388Z,,,
1d7ffcde-2665-3472-8973-17180476cb77,2025-08-11,CONSUMER INTERNATIONAL WIRE DEBIT A/C: ICICI BANK LIMITED CBPPC CROSS MUMBAI INDIA 400-0-13 IN REF:/CCT/ME376SHX00AH SWR#: SWR10000179322 FOR PROPERTY TRANSFER PYMT REAS ON:P1301/IN TRN: 3645365220ES 08/11,CONSUMER INTERNATIONAL WIRE DEBIT A/C: ICICI BANK LIMITED CBPPC CROSS MUMBAI INDIA 400-0-13 IN REF:/CCT/ME376SHX00AH SWR#: SWR10000179322 FOR PROPERTY TRANSFER PYMT REAS ON:P1301/IN TRN: 3645365220ES 08/11,-100000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.805537222Z,,,
cfcd6315-35ce-3002-9a61-4b44bde112b3,2025-08-11,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-199.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:41.873277930Z,,,
2384b6da-8f08-3813-8ce6-e7c3f26c0478,2025-08-07,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,4.41,education,education,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:19.355864586Z,,,
23fe2c5e-aae8-3fa6-97b6-378978cf2a41,2025-08-07,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,35.0,travel,travel,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:19.317509253Z,,,
c8bc5391-deca-353c-a33a-1f92d95d7317,2025-08-06,ONLINE TRANSFER TO CHK ...9994 TRANSACTION#: 08/06,Online Transfer to CHK ...9994 transaction#: 25755674756 08/06,-50.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.139974889Z,,,
90fd696a-de42-356a-9d66-96806c1675d8,2025-08-06,ONLINE TRANSFER TO CHK ...9994 TRANSACTION#: 08/06,Online Transfer to CHK ...9994 transaction#: 25757067310 08/06,-50000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.075033347Z,,,
8ffdf664-0022-3b76-9396-e7b7999fb510,2025-08-05,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-114094384 FROM: BNF-XOOM, A PAYPAL SERVICE REF: B6C6B5BE71B911F0854A INFO: TEXT-/VXR/00100000188081124RMTINF-ACCTVERIFY IID: 20250805112320788P1BTFJA00001267633 RECD: 01:04:51 TRN: 0086512217GA","REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-114094384  FROM: BNF-Xoom, a PayPal Service REF: b6c6b5be71b911f0854a INFO: TEXT-/VXR/00100000188081124RmtInf-ACCTVERIFY IID: 20250805112320788P1BTFJA00001267633 RECD: 01:04:51 TRN: 0086512217GA",0.01,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.397994805Z,,,
7fba193f-c65b-3c94-a690-4dd83d635207,2025-08-05,REMITLY UNITED S PAYMENTS CCD ID:,Remitly United S PAYMENTS   720176389717143 CCD ID: 2452441988,-20000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.269879097Z,,,
25391c1b-179a-337d-bf1b-67d465170bce,2025-08-05,XOOM DEBIT OID WEB ID:,XOOM             DEBIT OID  35430824        WEB ID: 1770510487,-50000.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.205909847Z,,,
b6304d00-d24a-3bbe-9e58-cbb7119f9351,2025-08-04,WWW COSTCO COM 800-955-2292 WA,WWW COSTCO COM 800-955-2292 WA,117.17,groceries,groceries,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:17:25.118951214Z,,,
644741c1-54ac-3572-a46b-0aefbb599584,2025-08-04,COSTCO WHSE #0110 ISSAQUAH WA,COSTCO WHSE #0110 ISSAQUAH WA,400.67,groceries,groceries,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:17:25.211281630Z,,,
9e756937-48c3-3939-a7dc-d5661bf24afc,2025-08-04,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS Aug 2025 02737,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS Aug 2025 02737,14.27,groceries,groceries,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:19.279694794Z,,,
a72b536d-48c7-35cc-bf41-1d88a92fc6a6,2025-08-01,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4623.37,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.524817680Z,,,
a737228c-7247-3d06-b0a8-e08adb707583,2025-07-31,CONSUMER ONLINE INTERNATIONAL WIRE A/C: ICICI BANK LIMITED CBPPC CROSS MUMBAI INDIA 400-0-13 IN REF:/CCT/MDRW9C8A00AH SWR10000177052 TEL2063997274/P0014/IN TRN: 3877535212ES 07/31,CONSUMER ONLINE INTERNATIONAL WIRE A/C: ICICI BANK LIMITED CBPPC CROSS MUMBAI INDIA 400-0-13 IN REF:/CCT/MDRW9C8A00AH SWR10000177052 TEL2063997274/P0014/IN TRN: 3877535212ES 07/31,-25000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.671884041Z,,,
4217bed2-47eb-3fcc-bcf6-0251839ab7b9,2025-07-31,RMTLY* S87B9 REMITLY.COM WA 07/31,RMTLY* S87B9 REMITLY.COM WA                  07/31,-10000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.737619333Z,,,
0b527380-a620-3a85-95ac-a03d50e0cc66,2025-07-31,CONSUMER ONLINE USD INTL WIRE FEE,CONSUMER ONLINE USD INTL WIRE FEE,-40.0,fee,fee,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.592540597Z,,,
ee77801c-fadd-34b6-82e0-ef30d92f3851,2025-07-31,COSTCO WHSE #0630 NASHVILLE TN,COSTCO WHSE #0630 NASHVILLE TN,33.08,groceries,groceries,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:17:25.027828089Z,,,
5694e3af-2915-356a-b5c6-a0c9d2a04c6b,2025-07-31,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-114094384 FROM: BNF-XOOM, A PAYPAL SERVICE REF: 94043E0A6E3211F0975C INFO: TEXT-/VXR/00100000188081124RMTINF-ACCTVERIFY IID: 20250731112320788P1BBTAB00001237837 RECD: 13:19:57 TRN: 0937912212GB","REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-114094384  FROM: BNF-Xoom, a PayPal Service REF: 94043e0a6e3211f0975c INFO: TEXT-/VXR/00100000188081124RmtInf-ACCTVERIFY IID: 20250731112320788P1BBTAB00001237837 RECD: 13:19:57 TRN: 0937912212GB",0.01,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:42.997233791Z,,,
bfb19878-8c44-378b-b0c6-bd637444c988,2025-07-28,CHASE CREDIT CRD AUTOPAYBUS PPD ID:,CHASE CREDIT CRD AUTOPAYBUS                 PPD ID: 4760039224,-97.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.199471416Z,,,
04a00891-aca9-3b6e-bee7-e6ce9b698ab9,2025-07-28,AUTOPAY 999990000012756RAUTOPAY AUTO-PMT,AUTOPAY 999990000012756RAUTOPAY AUTO-PMT,1624.59,payment,payment,1dfe4c39-4d2b-44b3-9a2a-1cd50bb21e72,EXPENSE,2026-01-09T15:16:21.154160295Z,,,
f0b40d55-9448-3149-8bca-b2924347b30d,2025-07-28,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-1624.59,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.269402458Z,,,
59ed1ca6-6a17-3ea4-885e-607316cc708a,2025-07-28,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,4.39,entertainment,entertainment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:19.229215544Z,,,
0bd8fcae-6036-33f8-ae0f-15c4df5c394c,2025-07-28,"AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA","AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA",49.27,payment,payment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:19.181139169Z,,,
27bd27ff-1b84-35ab-92d8-2ba3e198e083,2025-07-28,ZELLE PAYMENT TO RAJ MUDIT AGARWAL JPM99BHAOF74,Zelle payment to Raj Mudit Agarwal JPM99bhaof74,-1800.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.132108916Z,,,
398b34f2-4bfa-3a9c-91fd-74c523ec3b25,2025-07-25,TARGET CARD SRVC PAYMENT H WEB ID:,TARGET CARD SRVC PAYMENT    H     355452598 WEB ID: 7411721810,-11.3,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.336292Z,,,
8cf50e50-c7a2-3b39-802b-0c8da3ee2424,2025-07-18,MUDIT AGARWAL VUE*AAMC EXAM BLOOMINGTON 0074-7349-7152|26088021|1,MUDIT AGARWAL VUE*AAMC EXAM BLOOMINGTON 0074-7349-7152|26088021|1,170.0,education,education,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:16:19.393756211Z,,,
62235256-22a6-30b8-bc2e-a5255c0eaf79,2025-07-18,ZELLE PAYMENT TO ASHA,Zelle payment to Asha 25522526570,-25.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.538224417Z,,,
703c9362-59f1-3d0e-ab4f-66e2eece5ec1,2025-07-18,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-93.48,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.470010792Z,,,
1e0ebf55-b845-3bab-9b67-7efe3a843e9b,2025-07-18,CITY OF BELLEVUE UTILITY TEL ID:,CITY OF BELLEVUE UTILITY    9421458         TEL ID: 0000063576,-405.44,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.403624Z,,,
d2304bce-4312-3b7d-a91c-6335aff3b46c,2025-07-17,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291751288480489 WEB ID: CITICARDAP,-2078.9,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.663848500Z,,,
37179b55-de0b-3856-a9b2-60bc8b83a180,2025-07-17,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,2078.9,payment,payment,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:15:51.076648087Z,,,
eee4f154-e50b-3197-bb87-c93d10ae3655,2025-07-15,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-2628.82,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.732880667Z,,,
5855932e-e3fe-3166-a9bd-de65a0d60a88,2025-07-09,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-1372.89,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.871258542Z,,,
7d20da57-cfc3-37a8-b991-efbe9a288b32,2025-07-07,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,4.41,education,education,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:37.960146137Z,,,
db9ff9c9-6263-30db-9dc5-302403360f92,2025-07-04,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS Jul 2025 02737,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS Jul 2025 02737,14.27,groceries,groceries,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:37.874484845Z,,,
109676e0-2bae-3014-a89d-2a161b22b7b4,2025-07-03,PAYPAL INST XFER PPCR CC REPAYME WEB ID: PAYPALSI77,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-13.21,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:43.992467417Z,,,
8f1e3d1e-600a-3ae2-87bc-305446c0a678,2025-07-01,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4454.82,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.118596959Z,,,
530919ca-cba4-34f7-919f-e7fcc977aa00,2025-06-30,ONLINE TRANSFER TO SAV ...0359 TRANSACTION#: 06/30,Online Transfer to SAV ...0359 transaction#: 25290616052 06/30,-5000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.174428125Z,,,
7032b9ab-850f-3efe-9468-6154e5e19e5c,2025-06-30,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-1815.8,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.241423Z,,,
58a15368-0ad0-307b-98de-4b5fbe5e2f91,2025-06-28,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,4.39,entertainment,entertainment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:37.774241386Z,,,
4f51ab35-9d15-38a9-9501-c0865a009578,2025-06-28,AUTOPAY 999990000012756RAUTOPAY AUTO-PMT,AUTOPAY 999990000012756RAUTOPAY AUTO-PMT,1815.8,payment,payment,1dfe4c39-4d2b-44b3-9a2a-1cd50bb21e72,EXPENSE,2026-01-09T15:16:27.301842131Z,,,
